## Wed Dec 27 23:32:50 2023
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_ymzghtyc --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_ymzghtyc --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_ymzghtyc/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
11	273121.WS0586	8.53e-213	587.0	COG0196@1|root,COG0196@2|Bacteria,1MV9I@1224|Proteobacteria,42MV7@68525|delta/epsilon subdivisions,2YMFH@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	H	Belongs to the ribF family	ribF	-	2.7.1.26,2.7.7.2	ko:K11753	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R00161,R00549	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_syn,Flavokinase
12	9597.XP_003810903.1	1.17e-207	582.0	COG1028@1|root,KOG4170@1|root,KOG0725@2759|Eukaryota,KOG4170@2759|Eukaryota,38DZE@33154|Opisthokonta,3BA0D@33208|Metazoa,3CVGY@33213|Bilateria,480GA@7711|Chordata,49406@7742|Vertebrata,3JAEH@40674|Mammalia,35N2F@314146|Euarchontoglires,4MBI5@9443|Primates,4MWRZ@9604|Hominidae	33208|Metazoa	Q	hydroxysteroid dehydrogenase like 2	HSDL2	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005777,GO:0042579,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	-	-	-	-	-	-	-	-	-	-	SCP2,adh_short
13	272558.10174394	3.98e-164	460.0	COG0584@1|root,COG0584@2|Bacteria,1UBR3@1239|Firmicutes,4H9Z9@91061|Bacilli,1ZD0X@1386|Bacillus	91061|Bacilli	C	Glycerophosphoryl diester phosphodiesterase family	-	-	3.1.4.46	ko:K01126	ko00564,map00564	-	R01030,R01470	RC00017,RC00425	ko00000,ko00001,ko01000	-	-	-	GDPD
14	5691.EAN79958	6.72e-179	498.0	COG0340@1|root,KOG1536@2759|Eukaryota,3XYG8@5653|Kinetoplastida	5653|Kinetoplastida	H	Biotin/lipoate A/B protein ligase family	-	-	6.3.4.15	ko:K03524	ko00780,ko01100,map00780,map01100	-	R01074,R05145	RC00043,RC00070,RC00096,RC02896	ko00000,ko00001,ko01000,ko03000	-	-	-	BPL_LplA_LipB
15	90371.CY43_22880	1.14e-56	176.0	2CSU0@1|root,32SRX@2|Bacteria,1N0ER@1224|Proteobacteria,1SA4Y@1236|Gammaproteobacteria,3ZMMV@590|Salmonella	1236|Gammaproteobacteria	S	Protein of unknown function (DUF1471)	yjfY	-	-	-	-	-	-	-	-	-	-	-	DUF1471
16	316407.85674873	2.23e-143	405.0	COG1461@1|root,COG1461@2|Bacteria,1MXIB@1224|Proteobacteria,1RPJ7@1236|Gammaproteobacteria,3XMTJ@561|Escherichia	1236|Gammaproteobacteria	S	ADP-binding subunit of the dihydroxyacetone kinase, which is responsible for the phosphoenolpyruvate (PEP)-dependent phosphorylation of dihydroxyacetone. DhaL-ADP is converted to DhaL-ATP via a phosphoryl group transfer from DhaM and transmits it to dihydroxyacetone binds to DhaK. DhaL acts also as coactivator of the transcription activator DhaR by binding to the sensor domain of DhaR. In the presence of dihydroxyacetone, DhaL- ADP displaces DhaK and stimulates DhaR activity. In the absence of dihydroxyacetone, DhaL-ADP is converted by the PTS to DhaL-ATP, which does not bind to DhaR	dhaL	GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006793,GO:0006796,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043531,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0047324,GO:0097159,GO:0097367,GO:1901265,GO:1901363	2.7.1.121	ko:K05879	ko00561,ko01100,map00561,map01100	-	R01012	RC00015,RC00017	ko00000,ko00001,ko01000	-	-	iECUMN_1333.ECUMN_1495	Dak2
17	9597.XP_003807853.1	7.88e-244	670.0	COG2930@1|root,KOG1843@2759|Eukaryota,38FCU@33154|Opisthokonta,3BAR0@33208|Metazoa,3CVC7@33213|Bilateria,483H5@7711|Chordata,48Z1M@7742|Vertebrata,3J730@40674|Mammalia,35K21@314146|Euarchontoglires,4MIGV@9443|Primates,4N0QI@9604|Hominidae	33208|Metazoa	T	Las17-binding protein actin regulator	SH3YL1	GO:0001726,GO:0003674,GO:0005488,GO:0005515,GO:0005543,GO:0005575,GO:0005623,GO:0005886,GO:0006629,GO:0006644,GO:0006650,GO:0006661,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008289,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0016020,GO:0019637,GO:0019899,GO:0019902,GO:0031252,GO:0031253,GO:0031256,GO:0031344,GO:0032587,GO:0035091,GO:0042995,GO:0043167,GO:0043168,GO:0044087,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0045017,GO:0046474,GO:0046486,GO:0046488,GO:0050789,GO:0050794,GO:0051128,GO:0060491,GO:0065007,GO:0071704,GO:0071944,GO:0090407,GO:0098590,GO:0120025,GO:0120032,GO:0120035,GO:0120038,GO:1900027,GO:1901576	-	ko:K20523	-	-	-	-	ko00000,ko04131	-	-	-	SH3_1,Ysc84
18	243274.THEMA_02200	8.15e-109	314.0	COG1386@1|root,COG1386@2|Bacteria,2GDE4@200918|Thermotogae	200918|Thermotogae	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpA that pull DNA away from mid-cell into both cell halves	-	-	-	ko:K06024	-	-	-	-	ko00000,ko03036	-	-	-	SMC_ScpB
19	266835.14026334	8.22e-109	312.0	COG3467@1|root,COG3467@2|Bacteria,1NMEU@1224|Proteobacteria,2USRA@28211|Alphaproteobacteria,43KB7@69277|Phyllobacteriaceae	28211|Alphaproteobacteria	S	Pyridoxamine 5'-phosphate oxidase	-	-	-	ko:K07005	-	-	-	-	ko00000	-	-	-	Pyridox_ox_2
20	419947.MRA_0016	2.66e-213	602.0	COG0515@1|root,COG2815@1|root,COG0515@2|Bacteria,COG2815@2|Bacteria,2GJ1J@201174|Actinobacteria,233BZ@1762|Mycobacteriaceae	201174|Actinobacteria	KLT	serine threonine protein kinase	pknB	GO:0000270,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005623,GO:0006022,GO:0006023,GO:0006024,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008047,GO:0008150,GO:0008152,GO:0008360,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009605,GO:0009607,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010565,GO:0010698,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019216,GO:0019217,GO:0019222,GO:0019538,GO:0022603,GO:0022604,GO:0030145,GO:0030203,GO:0030234,GO:0030312,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032091,GO:0034645,GO:0036211,GO:0040007,GO:0042304,GO:0042546,GO:0042802,GO:0043085,GO:0043086,GO:0043167,GO:0043169,GO:0043170,GO:0043207,GO:0043388,GO:0043393,GO:0043412,GO:0044036,GO:0044038,GO:0044085,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044403,GO:0044419,GO:0044464,GO:0045717,GO:0045833,GO:0045922,GO:0046777,GO:0046872,GO:0046890,GO:0046914,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051055,GO:0051098,GO:0051099,GO:0051100,GO:0051101,GO:0051128,GO:0051701,GO:0051704,GO:0051707,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0062012,GO:0062014,GO:0065007,GO:0065008,GO:0065009,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:0075136,GO:0080090,GO:0098772,GO:0140096,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	2.7.11.1	ko:K08884,ko:K12132	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	PASTA,Pkinase
21	272559.BF9343_1101	2.88e-270	753.0	2907A@1|root,2ZMX3@2|Bacteria,4NXK8@976|Bacteroidetes,2FUE2@200643|Bacteroidia,4ARW7@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
22	273057.SSO0269	5.35e-242	667.0	COG2262@1|root,arCOG00353@2157|Archaea,2XQ0E@28889|Crenarchaeota	28889|Crenarchaeota	S	GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis	hflX	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0043021,GO:0043022,GO:0044424,GO:0044464,GO:0044877	-	ko:K03665	-	-	-	-	ko00000,ko03009	-	-	-	GTP-bdg_M,GTP-bdg_N,MMR_HSR1
23	928306.PRO_0000040915	6.87e-32	111.0	4QAKT@10239|Viruses,4R0PW@35268|Retro-transcribing viruses,4QP7P@11632|Retroviridae	11632|Retroviridae	L	host cell late endosome membrane	-	-	-	-	-	-	-	-	-	-	-	-	-
24	5664.LmjF.32.0100	8.91e-176	489.0	COG5190@1|root,KOG1605@2759|Eukaryota,3XXZW@5653|Kinetoplastida	5653|Kinetoplastida	K	catalytic domain of ctd-like phosphatases	-	-	-	-	-	-	-	-	-	-	-	-	NIF
25	1240350.AMZE01000075_gene4400	1.33e-55	176.0	COG4922@1|root,COG4922@2|Bacteria,1N95Q@1224|Proteobacteria,1T1K2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Nuclear transport factor 2 (NTF2) domain	-	-	5.3.3.1	ko:K01822	ko00140,ko00984,ko01100,ko01120,map00140,map00984,map01100,map01120	M00107,M00110	R01837,R02216,R02499,R02840,R03327,R04163,R04678,R04849,R09955	RC00146,RC00762	ko00000,ko00001,ko00002,ko01000	-	-	-	SnoaL_2
26	1220534.B655_1466	1.14e-101	304.0	COG1608@1|root,arCOG00860@2157|Archaea,2XSUI@28890|Euryarchaeota,23NXS@183925|Methanobacteria	183925|Methanobacteria	I	Catalyzes the formation of isopentenyl diphosphate (IPP), the building block of all isoprenoids	-	-	2.7.4.26	ko:K06981	ko00900,ko01110,ko01130,map00900,map01110,map01130	-	R10093	RC00002	ko00000,ko00001,ko01000	-	-	-	AA_kinase
