## Wed Dec 27 23:47:52 2023
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_gxfr40pc --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_gxfr40pc --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_gxfr40pc/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
12	5850.PKH_081120	2.71e-238	661.0	COG5272@1|root,KOG0011@2759|Eukaryota,3YAPG@5794|Apicomplexa,3KAT3@422676|Aconoidasida,3YXF0@5819|Haemosporida	422676|Aconoidasida	L	DNA repair protein RAD23	-	GO:0002020,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005815,GO:0005829,GO:0005856,GO:0006139,GO:0006259,GO:0006281,GO:0006289,GO:0006464,GO:0006508,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010604,GO:0015630,GO:0016579,GO:0019222,GO:0019538,GO:0019899,GO:0019900,GO:0030162,GO:0031323,GO:0031325,GO:0031329,GO:0031331,GO:0031593,GO:0031647,GO:0031648,GO:0031974,GO:0031981,GO:0032268,GO:0032270,GO:0032434,GO:0032436,GO:0032991,GO:0033554,GO:0034641,GO:0036211,GO:0042176,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043900,GO:0043902,GO:0043903,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0045069,GO:0045070,GO:0045732,GO:0045787,GO:0045862,GO:0046483,GO:0048518,GO:0048522,GO:0048524,GO:0050789,GO:0050792,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051716,GO:0051726,GO:0060255,GO:0061136,GO:0065007,GO:0065008,GO:0070013,GO:0070646,GO:0070647,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0140030,GO:1901360,GO:1901363,GO:1901564,GO:1901800,GO:1903050,GO:1903052,GO:1903362,GO:1903364,GO:1903900,GO:1903902,GO:1990381,GO:2000058,GO:2000060	-	ko:K10839	ko03420,ko04141,map03420,map04141	-	-	-	ko00000,ko00001,ko03051,ko03400	-	-	-	UBA,XPC-binding,ubiquitin
13	1345697.M493_12880	1.11e-78	250.0	COG0358@1|root,COG0358@2|Bacteria,1TQ0X@1239|Firmicutes,4HAG2@91061|Bacilli,1WEPP@129337|Geobacillus	91061|Bacilli	L	RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication	dnaG	-	-	ko:K02316	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	DnaB,DnaB_bind,Toprim_2,Toprim_4,Toprim_N,zf-CHC2
14	243230.DR_0207	1.12e-44	149.0	COG1555@1|root,COG1555@2|Bacteria,1WN73@1297|Deinococcus-Thermus	1297|Deinococcus-Thermus	L	Helix-hairpin-helix motif	-	-	-	ko:K02237	-	M00429	-	-	ko00000,ko00002,ko02044	3.A.11.1,3.A.11.2	-	-	HHH_3
15	9365.XP_007520357.1	2.51e-46	152.0	KOG3688@1|root,KOG3688@2759|Eukaryota,38RCI@33154|Opisthokonta,3BB8V@33208|Metazoa,3CS48@33213|Bilateria,48062@7711|Chordata,492VR@7742|Vertebrata,3JADY@40674|Mammalia	33208|Metazoa	T	calcium- and calmodulin-regulated 3',5'-cyclic-GMP phosphodiesterase activity	PDE1A	GO:0000003,GO:0000166,GO:0000302,GO:0003674,GO:0003824,GO:0004112,GO:0004114,GO:0004115,GO:0004117,GO:0005488,GO:0005515,GO:0005516,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006195,GO:0006198,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006935,GO:0006950,GO:0006979,GO:0007154,GO:0007165,GO:0007186,GO:0007275,GO:0007568,GO:0007602,GO:0007610,GO:0007617,GO:0007618,GO:0007635,GO:0008081,GO:0008150,GO:0008152,GO:0008340,GO:0009056,GO:0009058,GO:0009117,GO:0009150,GO:0009154,GO:0009166,GO:0009187,GO:0009214,GO:0009259,GO:0009261,GO:0009268,GO:0009314,GO:0009416,GO:0009581,GO:0009582,GO:0009583,GO:0009605,GO:0009628,GO:0009636,GO:0009893,GO:0009966,GO:0009968,GO:0009987,GO:0010035,GO:0010259,GO:0010446,GO:0010468,GO:0010604,GO:0010628,GO:0010646,GO:0010648,GO:0010660,GO:0010752,GO:0010754,GO:0010941,GO:0016043,GO:0016787,GO:0016788,GO:0017076,GO:0018130,GO:0019001,GO:0019098,GO:0019222,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019953,GO:0022414,GO:0023051,GO:0023052,GO:0023057,GO:0030030,GO:0030551,GO:0030553,GO:0032501,GO:0032502,GO:0032504,GO:0032528,GO:0032553,GO:0032555,GO:0032561,GO:0032878,GO:0034391,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0036094,GO:0036477,GO:0040011,GO:0042127,GO:0042221,GO:0042330,GO:0042493,GO:0042542,GO:0042578,GO:0042981,GO:0043025,GO:0043067,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044297,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0046058,GO:0046068,GO:0046069,GO:0046434,GO:0046483,GO:0046677,GO:0046700,GO:0047555,GO:0048101,GO:0048518,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0048609,GO:0048660,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051606,GO:0051704,GO:0051716,GO:0055086,GO:0060179,GO:0060255,GO:0065007,GO:0070482,GO:0071704,GO:0071840,GO:0072521,GO:0072523,GO:0090036,GO:0090038,GO:0097159,GO:0097367,GO:0097458,GO:0120036,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901700,GO:1902531,GO:1902532,GO:2000114	3.1.4.17,3.1.4.53	ko:K13293,ko:K13755,ko:K18437	ko00230,ko04020,ko04024,ko04740,ko04742,ko04924,ko04927,ko04934,ko05032,map00230,map04020,map04024,map04740,map04742,map04924,map04927,map04934,map05032	-	R00191,R01234	RC00296	ko00000,ko00001,ko01000	-	-	-	PDEase_I,PDEase_I_N
16	9606.ENSP00000265351	0.0	2388.0	COG5101@1|root,KOG2020@2759|Eukaryota,38B54@33154|Opisthokonta,3BCJR@33208|Metazoa,3CRB4@33213|Bilateria,484JM@7711|Chordata,494Q5@7742|Vertebrata,3J5C7@40674|Mammalia,35ITP@314146|Euarchontoglires,4M6AA@9443|Primates,4MSGI@9604|Hominidae	33208|Metazoa	UY	Importin-beta N-terminal domain	XPO5	GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005049,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006139,GO:0006403,GO:0006405,GO:0006611,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0008104,GO:0008150,GO:0008152,GO:0008536,GO:0008565,GO:0009892,GO:0009987,GO:0010468,GO:0010586,GO:0010605,GO:0010608,GO:0010629,GO:0015031,GO:0015833,GO:0015931,GO:0016070,GO:0016441,GO:0016458,GO:0017016,GO:0019222,GO:0019899,GO:0031047,GO:0031074,GO:0031267,GO:0031974,GO:0031981,GO:0032386,GO:0032879,GO:0032880,GO:0032991,GO:0033036,GO:0033157,GO:0034613,GO:0034641,GO:0034660,GO:0035068,GO:0035194,GO:0035195,GO:0035281,GO:0040029,GO:0042272,GO:0042565,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0045184,GO:0046483,GO:0046822,GO:0046825,GO:0046907,GO:0048518,GO:0048519,GO:0048522,GO:0050657,GO:0050658,GO:0050789,GO:0050794,GO:0051020,GO:0051049,GO:0051168,GO:0051169,GO:0051179,GO:0051223,GO:0051234,GO:0051236,GO:0051641,GO:0051649,GO:0060147,GO:0060148,GO:0060255,GO:0060341,GO:0060966,GO:0060968,GO:0065007,GO:0070013,GO:0070201,GO:0070727,GO:0070883,GO:0071702,GO:0071704,GO:0071705,GO:0090087,GO:0090304,GO:0097159,GO:0140104,GO:0140142,GO:1900368,GO:1900370,GO:1901360,GO:1901363,GO:1903827,GO:1990904	-	ko:K14289	ko03013,map03013	-	-	-	ko00000,ko00001,ko03016,ko03036	-	-	-	IBN_N,Xpo1
17	9606.ENSP00000254663	0.0	870.0	COG1104@1|root,KOG1549@2759|Eukaryota,38ZIY@33154|Opisthokonta,3BH4M@33208|Metazoa,3CW5A@33213|Bilateria,47ZR3@7711|Chordata,492SR@7742|Vertebrata,3JF8H@40674|Mammalia,35HWY@314146|Euarchontoglires,4M5XS@9443|Primates,4MVMB@9604|Hominidae	33208|Metazoa	E	Selenocysteine lyase	SCLY	GO:0001887,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006629,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009000,GO:0009056,GO:0009063,GO:0009069,GO:0009071,GO:0009719,GO:0009725,GO:0009987,GO:0010033,GO:0010243,GO:0016054,GO:0016259,GO:0016261,GO:0016597,GO:0016829,GO:0016846,GO:0019752,GO:0019842,GO:0031406,GO:0032868,GO:0032991,GO:0036094,GO:0042221,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043177,GO:0043434,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0046983,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050794,GO:0050896,GO:0065007,GO:0070279,GO:0071704,GO:0080134,GO:0080135,GO:0097159,GO:1900407,GO:1900408,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1901652,GO:1901698,GO:1901700,GO:1902494,GO:1902882,GO:1902883	4.4.1.16	ko:K01763	ko00450,ko01100,map00450,map01100	-	R03599	RC00961	ko00000,ko00001,ko01000	-	-	-	Aminotran_5
18	9606.ENSP00000347170	9.2e-265	726.0	2C50A@1|root,2QSPK@2759|Eukaryota,38FJT@33154|Opisthokonta,3BBWK@33208|Metazoa,3CX3S@33213|Bilateria,47ZT4@7711|Chordata,490ZU@7742|Vertebrata,3J7EQ@40674|Mammalia,35D6J@314146|Euarchontoglires,4MIIF@9443|Primates,4N5SY@9604|Hominidae	33208|Metazoa	L	Formamidopyrimidine-DNA glycosylase N-terminal domain	NEIL1	GO:0003674,GO:0003824,GO:0003906,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005737,GO:0005815,GO:0005856,GO:0006139,GO:0006220,GO:0006244,GO:0006259,GO:0006281,GO:0006284,GO:0006285,GO:0006304,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0006979,GO:0008022,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009117,GO:0009166,GO:0009219,GO:0009223,GO:0009262,GO:0009264,GO:0009394,GO:0009892,GO:0009987,GO:0010605,GO:0015630,GO:0016787,GO:0016798,GO:0016799,GO:0016829,GO:0018130,GO:0019104,GO:0019219,GO:0019222,GO:0019438,GO:0019439,GO:0019637,GO:0019692,GO:0031323,GO:0031324,GO:0031974,GO:0031981,GO:0032069,GO:0032074,GO:0033554,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0043086,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0044092,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044446,GO:0044464,GO:0045008,GO:0045934,GO:0046386,GO:0046434,GO:0046483,GO:0046700,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051336,GO:0051346,GO:0051716,GO:0055086,GO:0060255,GO:0065007,GO:0065009,GO:0070013,GO:0071704,GO:0072527,GO:0072529,GO:0080090,GO:0090304,GO:0140097,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901575,GO:1901576	4.2.99.18	ko:K10567	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Fapy_DNA_glyco,H2TH,Neil1-DNA_bind
19	300852.55772005	2.8e-160	449.0	COG1381@1|root,COG1381@2|Bacteria,1WIC0@1297|Deinococcus-Thermus	1297|Deinococcus-Thermus	L	Involved in DNA repair and RecF pathway recombination	recO	-	-	ko:K03584	ko03440,map03440	-	-	-	ko00000,ko00001,ko03400	-	-	-	RecO_C,RecO_N
20	4932.YOR194C	1.37e-161	457.0	KOG2652@1|root,KOG2652@2759|Eukaryota,39HJM@33154|Opisthokonta,3P5JD@4751|Fungi,3QMTV@4890|Ascomycota,3RU76@4891|Saccharomycetes,3S139@4893|Saccharomycetaceae	4751|Fungi	K	to Saccharomyces cerevisiae TOA1 (YOR194C)	TOA1	GO:0000428,GO:0000988,GO:0000990,GO:0000991,GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005672,GO:0006139,GO:0006351,GO:0006352,GO:0006355,GO:0006357,GO:0006366,GO:0006367,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016043,GO:0016070,GO:0016591,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0022607,GO:0030880,GO:0031323,GO:0031326,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044798,GO:0046483,GO:0050789,GO:0050794,GO:0051123,GO:0051171,GO:0051252,GO:0055029,GO:0060255,GO:0061695,GO:0065003,GO:0065004,GO:0065007,GO:0070013,GO:0070897,GO:0071704,GO:0071824,GO:0071840,GO:0080090,GO:0090304,GO:0090575,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1903506,GO:1990234,GO:2000112,GO:2001141	-	ko:K03122	ko03022,ko05203,map03022,map05203	-	-	-	ko00000,ko00001,ko03021	-	-	-	TFIIA
21	357809.Cphy_3277	5.01e-198	550.0	COG1879@1|root,COG1879@2|Bacteria,1TQ95@1239|Firmicutes,24AX7@186801|Clostridia,21Y69@1506553|Lachnoclostridium	186801|Clostridia	G	Periplasmic binding protein domain	-	-	-	ko:K10439	ko02010,ko02030,map02010,map02030	M00212	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	-	Peripla_BP_4
22	243277.VC_A0798	2.01e-161	452.0	COG0637@1|root,COG0637@2|Bacteria,1NSPA@1224|Proteobacteria,1RQET@1236|Gammaproteobacteria,1XWG8@135623|Vibrionales	135623|Vibrionales	S	phosphatase phosphohexomutase	-	-	-	-	-	-	-	-	-	-	-	-	HAD_2
23	1415774.U728_464	1.08e-226	640.0	COG1063@1|root,COG1063@2|Bacteria,1TPIW@1239|Firmicutes,24AY7@186801|Clostridia,36F62@31979|Clostridiaceae	186801|Clostridia	E	Alcohol dehydrogenase GroES-like domain	aDH	-	-	-	-	-	-	-	-	-	-	-	ADH_N,ADH_zinc_N
24	272951.rsib_orf1137	2.34e-207	573.0	COG2227@1|root,COG2227@2|Bacteria,1MU89@1224|Proteobacteria,2TRIK@28211|Alphaproteobacteria,47F68@766|Rickettsiales	766|Rickettsiales	H	O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway	ubiG	-	2.1.1.222,2.1.1.64	ko:K00568	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117	R04988,R05614,R08769,R08781	RC00003,RC00392,RC01895	ko00000,ko00001,ko00002,ko01000	-	-	-	LacAB_rpiB,Methyltransf_11,Methyltransf_23
25	8090.ENSORLP00000016304	1.61e-88	281.0	COG0539@1|root,KOG1070@2759|Eukaryota,38CAS@33154|Opisthokonta,3BFBR@33208|Metazoa,3CU53@33213|Bilateria,482FV@7711|Chordata,497G1@7742|Vertebrata,49Q8B@7898|Actinopterygii	33208|Metazoa	A	Programmed cell death 11	PDCD11	GO:0000460,GO:0000462,GO:0000466,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008134,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0030490,GO:0030684,GO:0031974,GO:0031981,GO:0032040,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042274,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990904	-	ko:K14792	-	-	-	-	ko00000,ko03009	-	-	-	S1,Suf
26	59374.Fisuc_2992	0.0	1115.0	COG3693@1|root,COG3693@2|Bacteria	2|Bacteria	G	endo-1,4-beta-xylanase activity	-	-	3.2.1.8	ko:K01181	-	-	-	-	ko00000,ko01000	-	-	-	CBM_4_9,Glyco_hydro_10
